1,1,40,296,33,57,0.793,-1,-1,-1
1,2,114,391,38,76,0.778,-1,-1,-1
1,3,484,656,75,99,0.775,-1,-1,-1
1,4,733,413,66,104,0.769,-1,-1,-1
1,5,670,342,49,92,0.767,-1,-1,-1
1,6,278,206,25,58,0.766,-1,-1,-1
1,7,557,662,76,94,0.760,-1,-1,-1
1,8,604,347,45,94,0.754,-1,-1,-1
1,9,312,584,75,91,0.746,-1,-1,-1
1,10,635,377,48,92,0.745,-1,-1,-1
1,11,655,307,39,86,0.741,-1,-1,-1
1,12,874,297,39,78,0.741,-1,-1,-1
1,13,167,544,58,91,0.739,-1,-1,-1
1,14,235,284,53,89,0.732,-1,-1,-1
1,15,826,324,41,84,0.724,-1,-1,-1
1,16,148,376,53,58,0.721,-1,-1,-1
1,17,481,471,72,132,0.721,-1,-1,-1
1,18,339,473,81,122,0.707,-1,-1,-1
1,19,535,268,37,58,0.705,-1,-1,-1
2,1,42,300,27,48,0.758,-1,-1,-1
2,2,115,393,36,72,0.770,-1,-1,-1
2,3,492,665,61,87,0.577,-1,-1,-1
2,4,738,420,55,92,0.614,-1,-1,-1
2,5,674,347,37,78,0.709,-1,-1,-1
2,6,279,208,23,54,0.736,-1,-1,-1
2,7,559,666,64,85,0.555,-1,-1,-1
2,8,606,350,40,84,0.720,-1,-1,-1
2,9,319,587,64,79,0.347,-1,-1,-1
2,10,637,383,42,83,0.699,-1,-1,-1
2,11,655,309,34,76,0.701,-1,-1,-1
2,12,877,301,34,70,0.721,-1,-1,-1
2,13,168,545,52,80,0.470,-1,-1,-1
2,14,239,297,39,71,0.704,-1,-1,-1
2,15,826,326,36,76,0.722,-1,-1,-1
2,16,158,379,39,43,0.711,-1,-1,-1
2,17,482,478,68,127,0.143,-1,-1,-1
2,18,353,482,62,98,0.467,-1,-1,-1
2,19,540,271,33,52,0.720,-1,-1,-1
2,20,372,253,17,41,0.758,-1,-1,-1
2,21,159,379,38,44,0.711,-1,-1,-1
3,1,43,300,24,48,0.779,-1,-1,-1
3,2,116,393,34,72,0.773,-1,-1,-1
3,3,493,666,58,85,0.516,-1,-1,-1
3,4,750,428,40,75,0.628,-1,-1,-1
3,5,677,358,26,53,0.709,-1,-1,-1
3,6,279,208,22,54,0.732,-1,-1,-1
3,7,561,668,59,82,0.539,-1,-1,-1
3,8,604,351,39,84,0.736,-1,-1,-1
3,9,322,589,60,74,0.285,-1,-1,-1
3,10,638,384,43,83,0.676,-1,-1,-1
3,11,654,310,30,72,0.698,-1,-1,-1
3,12,878,301,32,70,0.718,-1,-1,-1
3,13,165,545,53,77,0.448,-1,-1,-1
3,14,244,316,23,41,0.704,-1,-1,-1
3,15,824,326,34,73,0.711,-1,-1,-1
3,16,172,387,17,18,0.711,-1,-1,-1
3,17,481,478,61,118,0.353,-1,-1,-1
3,18,370,498,37,60,0.467,-1,-1,-1
3,19,541,272,32,50,0.734,-1,-1,-1
3,20,371,253,17,40,0.633,-1,-1,-1
3,21,159,379,38,44,0.736,-1,-1,-1
3,22,43,299,25,51,0.779,-1,-1,-1
3,23,675,341,31,93,0.713,-1,-1,-1
4,1,44,304,21,40,0.779,-1,-1,-1
4,2,116,393,35,72,0.770,-1,-1,-1
4,3,493,667,56,85,0.495,-1,-1,-1
4,4,761,443,24,44,0.628,-1,-1,-1
4,5,673,354,25,53,0.709,-1,-1,-1
4,6,280,209,21,53,0.731,-1,-1,-1
4,7,560,668,57,83,0.540,-1,-1,-1
4,8,603,351,38,85,0.703,-1,-1,-1
4,9,321,588,61,75,0.314,-1,-1,-1
4,10,645,387,37,78,0.571,-1,-1,-1
4,11,653,312,29,70,0.589,-1,-1,-1
4,12,878,301,32,70,0.711,-1,-1,-1
4,13,163,546,55,76,0.440,-1,-1,-1
4,14,238,324,23,41,0.704,-1,-1,-1
4,15,823,325,33,73,0.735,-1,-1,-1
4,16,178,378,17,19,0.711,-1,-1,-1
4,17,480,478,60,116,0.314,-1,-1,-1
4,18,379,493,38,60,0.467,-1,-1,-1
4,19,541,272,31,50,0.745,-1,-1,-1
4,20,370,253,17,41,0.600,-1,-1,-1
4,21,159,379,37,44,0.697,-1,-1,-1
4,22,40,298,27,53,0.772,-1,-1,-1
4,23,674,339,34,95,0.614,-1,-1,-1
5,1,47,314,11,20,0.779,-1,-1,-1
5,2,116,393,36,72,0.761,-1,-1,-1
5,3,494,666,54,86,0.545,-1,-1,-1
5,4,767,442,23,45,0.628,-1,-1,-1
5,5,668,350,26,53,0.709,-1,-1,-1
5,6,280,209,21,54,0.737,-1,-1,-1
